tenure,remote_caring_hrs,productivity_remote,birth_year,industry,expect_employer_changes,expect_more_choice,easy_permission,post_covid_preference,is_manager,response_id,office_working_hrs,remote_working_hrs,household_type,office_personal_hrs,office_caring_hrs,remote_time_last_year,preferred_remote_last_year,gender,occupation,expect_employer_encourage,org_size,remote_personal_hrs,org_prepared,remote_commute_hrs,org_encouraged_remote,remote_was_common,easy_collaboration,year,office_commute_hrs,location
Between 6 and 12 months,4.5,I’m 10% less productive when working remotely,1995,Retail Trade,Neither unlikely or likely,Somewhat likely,Somewhat agree,40%,No,1019,10.0,8.0,Group household,2.0,3.0,50% - I spent about half of my time remote working,40%,Male,"Professionals - Business, Human Resource and Marketing Professionals",Neither unlikely or likely,More than 200,3.0,Somewhat agree,0.5,Strongly agree,Strongly agree,Strongly agree,2021,2.0,Metro
More than 5 years,10.0,I’m 20% more productive when working remotely,1986,Retail Trade,Somewhat likely,Very unlikely,Neither agree nor disagree,20%,Yes,1020,8.5,7.0,Single person,1.0,7.0,Rarely or never,50% - About half of my time,Male,"Managers - Hospitality, Retail and Service Managers",Very unlikely,More than 200,0.0,Strongly disagree,0.0,Strongly disagree,Somewhat disagree,Neither agree nor disagree,2021,0.5,Metro
More than 5 years,3.5,My productivity is about same when I work remotely,1983,"Professional, Scientific and Technical",Neither unlikely or likely,Somewhat unlikely,Somewhat agree,70%,Yes,1021,8.0,9.0,Couple with dependent children,5.0,3.0,Rarely or never,70%,Female,"Professionals - Legal, Social and Welfare Professionals",Neither unlikely or likely,More than 200,4.0,Strongly disagree,0.5,Strongly agree,Somewhat agree,Somewhat agree,2021,1.0,Metro
More than 5 years,7.0,I’m 20% less productive when working remotely,1987,Construction,Somewhat likely,Very likely,Somewhat agree,50% - About half of my time,Yes,1022,8.0,6.0,One parent family with dependent children,4.0,4.0,100% - I spent all of my time remote working,90%,Male,"Managers - Chief Executives, General Managers and Legislators",Very likely,More than 200,4.0,Neither agree nor disagree,0.0,Somewhat agree,Somewhat agree,Somewhat agree,2021,1.0,Regional
Between 1 and 5 years,2.0,I’m 20% less productive when working remotely,1975,Education and Training,Neither unlikely or likely,Somewhat unlikely,Neither agree nor disagree,Less than 10% of my time,Yes,1023,8.0,8.0,Couple with dependent children,2.0,2.0,30%,10%,Male,Managers - Farmers and Farm Managers,Neither unlikely or likely,Between 20 and 199,1.0,Somewhat disagree,7.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,2021,5.0,Metro
More than 5 years,5.5,I’m 20% more productive when working remotely,1986,Manufacturing,Neither unlikely or likely,Neither unlikely or likely,Strongly agree,50% - About half of my time,No,1024,8.0,8.0,Group household,2.0,4.0,80%,50% - About half of my time,Male,"Professionals - Design, Engineering, Science and Transport Professionals",Neither unlikely or likely,More than 200,2.0,Somewhat agree,0.5,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2021,2.0,Metro
Between 1 and 5 years,4.5,I’m 20% more productive when working remotely,1996,Information Media and Telecommunications,Neither unlikely or likely,Somewhat likely,Strongly agree,60%,Yes,1025,8.0,8.0,Other one family household,1.0,5.5,80%,80%,Female,"Professionals - Business, Human Resource and Marketing Professionals",Somewhat unlikely,More than 200,3.0,Strongly agree,1.0,Somewhat agree,Strongly agree,Strongly agree,2021,3.0,Metro
Between 1 and 5 years,4.0,I’m 30% less productive when working remotely,1992,Financial and Insurance,Neither unlikely or likely,Neither unlikely or likely,Strongly agree,80%,Yes,1026,8.0,8.0,Single person,3.0,4.0,100% - I spent all of my time remote working,100% - All of my time,Male,Managers - Specialist Managers,Neither unlikely or likely,Between 20 and 199,4.0,Strongly agree,1.0,Strongly agree,Strongly agree,Somewhat agree,2021,1.0,Metro
More than 5 years,4.0,My productivity is about same when I work remotely,1963,Other Services,Very likely,Somewhat likely,Strongly agree,I would prefer not to work remotely,No,1027,9.0,8.0,Couple with no dependent children,2.0,4.0,Rarely or never,I would not have preferred to work remotely,Female,Managers - Specialist Managers,Neither unlikely or likely,Between 20 and 199,3.0,Neither agree nor disagree,1.0,Neither agree nor disagree,Strongly agree,Strongly agree,2021,1.0,Metro
More than 5 years,4.5,I’m 20% more productive when working remotely,1980,"Professional, Scientific and Technical",Very likely,Very likely,Strongly agree,40%,Yes,1028,8.0,8.0,Couple with dependent children,2.0,3.0,100% - I spent all of my time remote working,50% - About half of my time,Female,"Professionals - Design, Engineering, Science and Transport Professionals",Somewhat likely,More than 200,2.0,Strongly agree,0.5,Strongly agree,Strongly agree,Strongly agree,2021,3.0,Metro
More than 5 years,5.0,My productivity is about same when I work remotely,1961,Education and Training,Very unlikely,Very unlikely,Neither agree nor disagree,I would prefer not to work remotely,No,1029,8.0,9.0,Single person,2.0,5.0,Rarely or never,I would not have preferred to work remotely,Female,Professionals - Education Professionals,Very unlikely,Between 20 and 199,2.0,Neither agree nor disagree,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2021,1.0,Metro
Between 1 and 5 years,2.0,I’m 30% more productive when working remotely,1970,"Professional, Scientific and Technical",Very likely,Very likely,Strongly agree,60%,Yes,1030,12.0,12.0,Single person,2.0,2.0,50% - I spent about half of my time remote working,60%,Female,Managers - Specialist Managers,Neither unlikely or likely,More than 200,2.0,Somewhat agree,1.0,Strongly agree,Neither agree nor disagree,Somewhat agree,2021,2.0,Metro
Between 1 and 5 years,3.0,I’m 50% more productive when working remotely (or more),1982,Public Administration and Safety,Neither unlikely or likely,Neither unlikely or likely,Strongly agree,50% - About half of my time,No,1031,8.0,10.0,Other one family household,0.0,6.0,100% - I spent all of my time remote working,100% - All of my time,Female,Managers - Specialist Managers,Neither unlikely or likely,More than 200,3.0,Strongly agree,0.0,Neither agree nor disagree,Strongly agree,Strongly agree,2021,2.0,Metro
Between 1 and 5 years,4.5,I’m 50% more productive when working remotely (or more),1976,Arts and Recreation,Very likely,Neither unlikely or likely,Strongly agree,100% - All of my time,No,1032,7.5,7.5,Couple with dependent children,4.5,4.0,100% - I spent all of my time remote working,100% - All of my time,Female,Managers - Specialist Managers,Very likely,Between 20 and 199,4.0,Strongly agree,0.0,Strongly agree,Strongly agree,Strongly agree,2021,0.0,Metro
Between 6 and 12 months,5.0,I’m 30% more productive when working remotely,1964,Retail Trade,Very likely,Very likely,Neither agree nor disagree,90%,No,1033,6.0,6.0,Couple with no dependent children,4.0,5.0,100% - I spent all of my time remote working,100% - All of my time,Male,Sales workers - Sales Representatives and Agents,Very likely,Between 20 and 199,4.0,Strongly agree,1.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,2021,1.0,Metro
More than 5 years,6.0,I’m 30% less productive when working remotely,1994,Health Care and Social Assistance,Neither unlikely or likely,Very unlikely,Neither agree nor disagree,I would prefer not to work remotely,No,1034,8.0,8.0,Single person,2.0,4.0,Less than 10% of my time,I would not have preferred to work remotely,Male,Community and personal service workers - Carers and Aides,Neither unlikely or likely,More than 200,3.0,Neither agree nor disagree,0.5,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2021,2.0,Regional
Between 6 and 12 months,5.0,I’m 10% more productive when working remotely,1962,"Transport, Postal and Warehousing",Somewhat likely,Very likely,Strongly agree,80%,No,1035,8.0,8.5,Single person,2.0,3.0,80%,80%,Female,Professionals - ICT Professionals,Somewhat likely,More than 200,2.0,Somewhat agree,0.5,Strongly agree,Somewhat disagree,Somewhat agree,2021,3.0,Metro
Between 1 and 5 years,6.5,I’m 20% more productive when working remotely,1987,"Rental, Hiring and Real Estate",Neither unlikely or likely,Somewhat unlikely,Strongly agree,Less than 10% of my time,No,1036,8.0,8.0,Couple with no dependent children,2.0,5.0,50% - I spent about half of my time remote working,60%,Male,"Professionals - Business, Human Resource and Marketing Professionals",Very unlikely,Between 20 and 199,2.0,Somewhat agree,0.5,Somewhat agree,Somewhat agree,Somewhat disagree,2021,2.0,Metro
More than 5 years,2.0,I’m 50% more productive when working remotely (or more),1980,Financial and Insurance,Very likely,Very likely,Strongly agree,100% - All of my time,Yes,1037,8.0,12.0,Single person,4.0,3.0,100% - I spent all of my time remote working,100% - All of my time,Female,"Professionals - Business, Human Resource and Marketing Professionals",Very likely,More than 200,2.0,Strongly agree,0.0,Somewhat agree,Strongly agree,Somewhat agree,2021,2.0,Metro
Between 1 and 5 years,5.39,I’m 20% more productive when working remotely,1979,"Professional, Scientific and Technical",Somewhat unlikely,Very unlikely,Somewhat agree,90%,No,1038,7.5,7.5,Single person,2.0,4.0,90%,100% - All of my time,Female,"Professionals - Design, Engineering, Science and Transport Professionals",Very unlikely,More than 200,2.0,Somewhat disagree,0.1,Somewhat agree,Strongly agree,Strongly agree,2021,1.5,Metro
More than 5 years,4.5,I’m 50% less productive when working remotely (or worse),1960,Education and Training,Very unlikely,Very unlikely,Strongly disagree,I would prefer not to work remotely,No,1039,10.0,10.0,Couple with no dependent children,3.0,3.0,Less than 10% of my time,I would not have preferred to work remotely,Female,Sales workers - Sales Assistants and Salespersons,Very unlikely,Between 20 and 199,3.0,Somewhat disagree,0.5,Strongly disagree,Neither agree nor disagree,Strongly disagree,2021,2.0,Metro
Between 1 and 5 years,4.0,My productivity is about same when I work remotely,1991,"Professional, Scientific and Technical",Somewhat likely,Neither unlikely or likely,Neither agree nor disagree,I would prefer not to work remotely,No,1040,8.0,9.0,Single person,2.0,3.5,Rarely or never,I would not have preferred to work remotely,Male,"Professionals - Design, Engineering, Science and Transport Professionals",Neither unlikely or likely,Between 20 and 199,3.0,Somewhat agree,0.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2021,2.5,Metro
Between 6 and 12 months,4.0,I’m 30% more productive when working remotely,1974,Education and Training,Neither unlikely or likely,Somewhat unlikely,Somewhat agree,40%,No,1041,7.0,7.0,Couple with dependent children,5.0,2.0,60%,60%,Female,Professionals - Education Professionals,Neither unlikely or likely,More than 200,5.0,Somewhat agree,0.0,Strongly agree,Somewhat agree,Somewhat agree,2021,2.0,Metro
More than 5 years,3.0,I’m 20% more productive when working remotely,1991,Information Media and Telecommunications,Very unlikely,Very unlikely,Neither agree nor disagree,100% - All of my time,No,1042,8.0,8.0,Other one family household,3.0,4.0,100% - I spent all of my time remote working,100% - All of my time,Male,Professionals - ICT Professionals,Very unlikely,More than 200,4.0,Somewhat agree,1.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,2021,1.0,Metro
Between 6 and 12 months,6.0,I’m 10% less productive when working remotely,1997,Financial and Insurance,Neither unlikely or likely,Somewhat likely,Strongly agree,I would prefer not to work remotely,No,1043,8.0,8.5,Couple with no dependent children,2.0,5.0,80%,Less than 10% of my time,Female,"Professionals - Business, Human Resource and Marketing Professionals",Neither unlikely or likely,More than 200,3.0,Strongly agree,0.0,Strongly agree,Strongly agree,Strongly agree,2021,3.0,Metro
More than 5 years,4.0,I’m 10% more productive when working remotely,1985,Education and Training,Very unlikely,Very unlikely,Strongly disagree,40%,No,1044,9.0,9.0,Group household,3.0,3.0,20%,30%,Female,Professionals - Education Professionals,Very unlikely,Between 20 and 199,3.0,Strongly disagree,0.5,Strongly disagree,Strongly disagree,Somewhat disagree,2021,2.0,Regional
Between 1 and 5 years,4.5,I’m 50% more productive when working remotely (or more),1980,Administrative and Support,Very unlikely,Very likely,Strongly agree,90%,No,1045,8.0,10.0,Single person,0.0,6.0,100% - I spent all of my time remote working,100% - All of my time,Female,Clerical and administrative workers - Personal Assistants and Secretaries,Very likely,More than 200,1.0,Strongly agree,0.5,Strongly agree,Somewhat agree,Strongly agree,2021,3.0,Metro
Between 1 and 5 years,5.5,I’m 40% more productive when working remotely,1982,Other Services,Very likely,Very likely,Strongly agree,90%,Yes,1046,8.0,9.0,Single person,3.0,3.5,90%,90%,Female,Managers - Specialist Managers,Very likely,More than 200,2.5,Neither agree nor disagree,0.0,Strongly agree,Neither agree nor disagree,Strongly agree,2021,2.5,Metro
More than 5 years,4.0,My productivity is about same when I work remotely,1977,Education and Training,Somewhat unlikely,Somewhat likely,Somewhat agree,30%,Yes,1047,7.0,7.0,Single person,3.0,5.0,100% - I spent all of my time remote working,100% - All of my time,Female,Managers - Specialist Managers,Neither unlikely or likely,Between 20 and 199,4.0,Somewhat agree,1.0,Somewhat disagree,Somewhat agree,Somewhat disagree,2021,1.0,Metro
Between 1 and 5 years,4.0,I’m 50% more productive when working remotely (or more),1983,Financial and Insurance,Neither unlikely or likely,Somewhat likely,Strongly agree,70%,No,1048,8.0,8.0,Couple with dependent children,4.0,2.0,90%,80%,Male,Clerical and administrative workers - Other Clerical and Administrative Workers,Somewhat unlikely,More than 200,4.0,Somewhat disagree,1.0,Somewhat agree,Neither agree nor disagree,Strongly agree,2021,2.0,Metro
Between 1 and 5 years,6.0,I’m 30% more productive when working remotely,1987,Financial and Insurance,Somewhat likely,Somewhat likely,Strongly agree,30%,Yes,1049,8.0,8.0,Couple with no dependent children,1.5,6.0,Rarely or never,50% - About half of my time,Male,"Professionals - Business, Human Resource and Marketing Professionals",Somewhat likely,Between 5 and 19,2.0,Somewhat agree,0.0,Somewhat agree,Strongly agree,Somewhat agree,2021,0.5,Metro
More than 5 years,5.0,My productivity is about same when I work remotely,1963,Education and Training,Neither unlikely or likely,Somewhat likely,Somewhat agree,50% - About half of my time,Yes,1050,5.0,5.0,Couple with no dependent children,5.0,6.0,50% - I spent about half of my time remote working,50% - About half of my time,Female,Professionals - Education Professionals,Somewhat likely,I am a sole trader/owner-operator,5.0,Neither agree nor disagree,2.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,2021,0.0,Metro
