response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_this_year,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_this_year,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,feel_better_remote,more_active_remote,feel_better_in_person,policy_sentiment,year
1241,1966,Male,Retail Trade,Sales workers - Sales Assistants and Salespersons,Between 5 and 19,No,Single person,More than 5 years,Regional,20%,I would not have preferred to work remotely,Rarely or never,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Somewhat unlikely,Somewhat unlikely,My productivity is about same when I work remotely,0.5,8.0,2.0,5.5,0.0,8.0,2.0,6.0,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither positive nor negative,2021
1242,1961,Male,Other Services,Labourers - Other Labourers,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Regional,90%,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,50% - About half of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,3.0,4.0,6.0,4.0,2.0,8.0,2.0,5.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
1243,1968,Male,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Regional,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,30%,20%,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,I’m 30% more productive when working remotely,4.0,10.0,2.0,2.0,0.0,10.0,4.0,4.0,Strongly agree,Somewhat agree,Somewhat agree,Somewhat Negative,2021
1244,1960,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Regional,20%,I would not have preferred to work remotely,10%,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Somewhat likely,Very unlikely,My productivity is about same when I work remotely,0.5,8.5,3.0,6.0,0.0,8.5,3.0,6.5,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat Positive,2021
1245,1958,Female,Education and Training,Managers - Specialist Managers,More than 200,Yes,Single person,Between 1 and 5 years,Regional,90%,90%,90%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,90%,90%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 50% more productive when working remotely (or more),2.0,6.0,4.0,4.0,0.0,8.0,3.0,5.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,2021
1246,1961,Female,Education and Training,Professionals - Education Professionals,More than 200,No,Single person,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,20%,20%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,20%,20%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,2.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,Strongly agree,Strongly agree,Strongly disagree,Strongly Positive,2021
1247,1961,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Multiple family household,More than 5 years,Regional,Rarely or never,Less than 10% of my time,Less than 10% of my time,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Less than 10% of my time,I would prefer not to work remotely,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% less productive when working remotely,1.0,8.0,2.0,5.0,1.0,9.0,4.0,5.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,2021
1248,1960,Male,Manufacturing,"Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,No,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,80%,Rarely or never,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,80%,80%,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 30% more productive when working remotely,1.5,7.5,2.0,6.0,0.0,8.0,2.0,7.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Negative,2021
1249,1964,Male,Financial and Insurance,Professionals - ICT Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Somewhat likely,Very likely,Very likely,My productivity is about same when I work remotely,2.0,7.5,1.0,5.5,0.0,7.5,1.0,7.5,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
1250,1969,Male,Information Media and Telecommunications,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,30%,50% - About half of my time,40%,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,10%,Neither unlikely or likely,Somewhat likely,Somewhat unlikely,I’m 10% less productive when working remotely,1.0,8.0,1.0,7.0,0.0,8.0,1.0,8.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
1251,1968,Male,Other Services,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,No,Couple with dependent children,More than 5 years,Regional,Rarely or never,100% - All of my time,Rarely or never,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,100% - All of my time,100% - All of my time,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),2.0,8.0,2.0,4.0,0.0,8.0,2.0,6.0,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Negative,2021
1252,1982,Male,"Transport, Postal and Warehousing","Managers - Hospitality, Retail and Service Managers",More than 200,No,Single person,Between 1 and 5 years,Regional,20%,50% - About half of my time,20%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,40%,40%,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% more productive when working remotely,0.7,8.0,2.0,5.3,0.0,8.5,3.0,4.5,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,2021
1253,1961,Female,Education and Training,Professionals - Education Professionals,More than 200,No,Single person,Between 6 and 12 months,Regional,70%,I would not have preferred to work remotely,Rarely or never,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 30% less productive when working remotely,1.5,5.0,2.0,7.5,1.0,5.0,2.0,8.0,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly Positive,2021
1254,1987,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Single person,More than 5 years,Regional,30%,Less than 10% of my time,10%,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Less than 10% of my time,I would prefer not to work remotely,Very unlikely,Very unlikely,Very unlikely,I’m 20% less productive when working remotely,1.5,8.0,3.5,5.0,0.5,10.0,2.5,3.0,Strongly disagree,Strongly disagree,Strongly agree,Strongly Negative,2021
1255,1962,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional,10%,20%,10%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,20%,20%,Somewhat unlikely,Neither unlikely or likely,Somewhat likely,I’m 20% more productive when working remotely,2.0,8.0,4.0,2.0,0.5,8.0,5.5,2.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,2021
1256,1971,Female,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Couple with dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Neither unlikely or likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,0.5,7.0,1.0,7.5,0.0,7.0,1.0,8.0,Strongly agree,Strongly agree,Strongly disagree,Somewhat Positive,2021
1257,1984,Male,Other Services,Professionals - Education Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Regional,Rarely or never,Less than 10% of my time,Less than 10% of my time,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Less than 10% of my time,Less than 10% of my time,Neither unlikely or likely,Somewhat unlikely,Somewhat unlikely,I’m 30% less productive when working remotely,2.0,8.0,4.0,4.0,0.5,7.0,4.5,5.0,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat Positive,2021
1258,1959,Female,Education and Training,Professionals - ICT Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,50% - I spent about half of my time remote working,100% - All of my time,40%,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,100% - All of my time,100% - All of my time,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,2.0,7.5,4.5,3.0,0.5,7.5,4.5,4.0,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Negative,2021
1259,1975,Female,Other Services,Sales workers - Sales Representatives and Agents,Between 20 and 199,No,One parent family with dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,90%,90%,Very likely,Very likely,Very likely,I’m 50% more productive when working remotely (or more),2.5,8.0,4.5,1.0,0.5,8.0,4.5,3.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Positive,2021
1260,1958,Male,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,60%,60%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,5.0,7.0,,5.0,5.0,7.0,,5.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
1261,1961,Male,Education and Training,Professionals - Education Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Regional,80%,50% - About half of my time,10%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,10%,20%,Very unlikely,Somewhat likely,Very unlikely,I’m 20% more productive when working remotely,1.5,7.5,2.0,6.0,0.0,8.5,2.0,6.5,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat Positive,2021
1262,1965,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,60%,100% - I spent all of my time remote working,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,60%,40%,Somewhat likely,Somewhat likely,Neither unlikely or likely,My productivity is about same when I work remotely,0.5,10.0,1.0,5.0,0.5,8.0,2.0,5.5,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Positive,2021
1263,1958,Female,Other Services,Managers - Specialist Managers,Between 20 and 199,Yes,Other one family household,Between 1 and 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Very likely,Very likely,I’m 50% more productive when working remotely (or more),2.0,12.0,0.0,3.0,1.0,12.0,1.0,3.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,2021
1264,1971,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Single person,More than 5 years,Regional,20%,30%,30%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,50% - About half of my time,50% - About half of my time,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,2021
1265,1963,Male,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional,90%,100% - All of my time,80%,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,80%,60%,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,I’m 20% less productive when working remotely,4.0,7.5,4.0,2.0,0.0,9.0,2.5,5.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
