response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_last_3months,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_last_3months,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,year
1364,1988,Female,"Professional, Scientific and Technical Services",Clerical and administrative ,Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,70%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,80%,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,0.3,7.5,3.5,1.0,0.0,7.5,3.0,2.0,2020
1365,1987,Female,"Rental, Hiring and Real Estate Services",Professionals,Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Metro,40%,30%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,30%,50% - About half of my time,Neither agree nor disagree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2020
1366,1969,Female,Health Care and Social Assistance,Community and personal service ,I am the only employee,No,Single person,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),1.0,5.0,11.0,2.0,1.0,5.0,5.0,5.0,2020
1367,1987,Female,"Rental, Hiring and Real Estate Services",Professionals,Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Metro,50% - I spent about half of my time remote working,30%,40%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,30%,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,2020
1368,1996,Female,Other Services,Professionals,More than 200,No,One  parent family with dependent children,Between 1 and 5 years,Metro,Rarely or never ,80%,100% - I spent all of my time remote working,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Strongly disagree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,3.5,8.0,3.0,1.5,0.5,9.5,5.0,2.5,2020
1369,1957,Female,Other Services,Clerical and administrative ,More than 200,No,Single person,Between 1 and 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,Less than 10% of my time,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.5,8.0,4.0,2.0,0.75,8.0,6.0,2.0,2020
1370,1978,Male,Retail Trade,Sales ,Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,8.0,3.0,3.0,1.0,8.0,5.0,5.0,2020
1371,1981,Female,Other Services,Professionals,Between 5 and 19,Yes,One  parent family with dependent children,Between 6 and 12 months,Metro,60%,60%,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,100% - All of my time,80%,Somewhat agree,Neither agree nor disagree,Somewhat agree,My productivity is about same when I work remotely,2.0,9.0,1.0,1.0,0.0,9.0,3.0,3.0,2020
1372,1959,Male,Accommodation and Food Services,Managers,Between 5 and 19,,Couple with no dependent children,Between 1 and 5 years,Metro,10%,20%,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,50% - About half of my time,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,My productivity is about same when I work remotely,2.5,6.0,5.0,3.0,0.25,7.0,6.0,4.0,2020
1373,1964,Male,Manufacturing,Managers,Between 5 and 19,,Couple with dependent children,More than 5 years,Metro,80%,80%,90%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,90%,,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,2.0,4.0,2.0,1.0,1.0,7.0,1.0,2.0,2020
1374,1960,Female,Wholesale Trade,Professionals,More than 200,,Single person,More than 5 years,Metro,Rarely or never ,50% - About half of my time,30%,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,100% - All of my time,,Strongly disagree,Strongly disagree,Strongly disagree,I’m 50% more productive when working remotely (or more),2.0,5.0,1.0,2.0,0.0,5.0,2.0,2.0,2020
1375,1963,Female,Health Care and Social Assistance,Managers,More than 200,,Multiple family household,More than 5 years,Metro,Rarely or never ,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,100% - All of my time,,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,2.0,9.0,4.0,2.0,1.0,6.0,5.0,4.0,2020
1376,1972,Female,Retail Trade,Managers,More than 200,,One  parent family with dependent children,Between 1 and 5 years,Metro,20%,20%,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,30%,,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,8.0,4.0,4.0,0.0,4.0,12.0,4.0,2020
1377,1958,Male,Manufacturing,Managers,I am the only employee,,Couple with dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.0,12.0,9.0,2.0,1.0,12.0,9.0,2.0,2020
1378,1985,Male,Manufacturing,Managers,More than 200,,Couple with dependent children,More than 5 years,Metro,40%,20%,40%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30%,,Neither agree nor disagree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.0,10.0,8.0,5.0,0.5,16.0,5.5,2.0,2020
1379,1964,Female,Financial and Insurance Services,Managers,Between 20 and 199,,Couple with no dependent children,Between 1 and 5 years,Metro,Rarely or never ,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100% - All of my time,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),3.0,9.0,3.0,1.0,0.0,11.0,3.0,1.0,2020
1380,1965,Male,Wholesale Trade,Clerical and administrative ,More than 200,,Single person,More than 5 years,Metro,20%,20%,Rarely or never ,,,,,,30%,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,2.0,8.0,6.0,2.0,0.5,8.0,7.0,2.0,2020
1381,1977,Female,"Transport, Postal and Warehousing",Clerical and administrative ,Between 20 and 199,,One  parent family with dependent children,More than 5 years,Regional,Rarely or never ,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,50% - About half of my time,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,I’m 30% more productive when working remotely,1.0,6.5,0.5,0.0,0.25,8.0,0.5,1.0,2020
1382,1977,Male,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,,Single person,Between 1 and 5 years,Metro,Less than 10% of my time,Less than 10% of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Less than 10% of my time,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,My productivity is about same when I work remotely,1.5,8.0,0.5,0.0,0.5,8.5,1.0,0.0,2020
1383,1982,Male,"Transport, Postal and Warehousing",Managers,Between 20 and 199,,Couple with no dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2020
1384,1972,Female,Construction,Clerical and administrative ,Between 5 and 19,,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,I would not have preferred to work remotely ,Rarely or never ,,,,,,I would not have preferred to work remotely ,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% less productive when working remotely,1.0,7.5,4.0,4.0,0.0,7.0,5.0,4.0,2020
1385,1957,Female,Accommodation and Food Services,Managers,Between 5 and 19,,Couple with no dependent children,More than 5 years,Regional,30%,50% - About half of my time,80%,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,80%,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 50% more productive when working remotely (or more),1.5,7.0,5.0,2.0,0.0,7.0,5.0,4.0,2020
1386,1994,Male,Financial and Insurance Services,Managers,Between 20 and 199,,Single person,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,50% - About half of my time,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,My productivity is about same when I work remotely,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020
1387,1957,Male,"Professional, Scientific and Technical Services",Professionals,I am the only employee,,Couple with dependent children,Between 1 and 5 years,Metro,60%,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,50% - About half of my time,,Strongly agree,Strongly agree,Strongly disagree,My productivity is about same when I work remotely,2.0,9.0,3.0,1.0,1.0,9.0,3.0,1.0,2020
1388,1956,Female,Education and Training,Professionals,Between 5 and 19,,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Less than 10% of my time,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,My productivity is about same when I work remotely,1.0,4.0,3.0,8.0,1.0,3.0,3.0,8.0,2020
1389,1961,Female,Mining,Clerical and administrative ,Between 20 and 199,,Single person,Between 6 and 12 months,Regional,30%,20%,20%,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,20%,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 20% more productive when working remotely,0.25,7.0,5.0,2.0,0.25,8.0,6.0,4.0,2020
1390,1982,Male,Retail Trade,Clerical and administrative ,More than 200,,Couple with dependent children,More than 5 years,Metro,40%,40%,40%,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,50% - About half of my time,,Strongly agree,Strongly agree,Somewhat agree,I’m 10% less productive when working remotely,0.5,9.0,6.0,8.5,0.5,10.0,7.0,6.5,2020
1391,1984,Male,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,,Couple with dependent children,More than 5 years,Metro,30%,30%,70%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,40%,,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,1.0,7.0,3.0,3.0,0.0,7.0,6.0,7.0,2020
1392,1973,Male,Other Services,Professionals,Between 20 and 199,,Couple with dependent children,More than 5 years,Metro,40%,10%,30%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,40%,,Strongly agree,Strongly agree,Strongly agree,I’m 30% more productive when working remotely,1.5,8.0,4.5,10.0,1.5,8.0,3.0,4.0,2020
1393,1971,Male,Financial and Insurance Services,Managers,Between 20 and 199,,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,Less than 10% of my time,Less than 10% of my time,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Less than 10% of my time,,Somewhat agree,Somewhat agree,Somewhat agree,I’m 10% less productive when working remotely,2.5,8.0,4.0,1.0,0.0,9.0,6.0,1.0,2020
1394,1979,Male,Information Media and Telecommunications,Professionals,More than 200,,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),2.0,6.0,4.0,2.0,1.0,8.0,3.0,3.0,2020
1395,1978,Female,Financial and Insurance Services,Professionals,More than 200,,Couple with dependent children,More than 5 years,Metro,20%,20%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,40%,,Strongly agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,2.0,8.0,2.5,3.0,0.0,9.0,3.0,3.0,2020
1396,1961,Female,"Professional, Scientific and Technical Services",Clerical and administrative ,More than 200,,Couple with no dependent children,Between 1 and 5 years,Regional,90%,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,,Strongly agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),2.0,10.0,2.0,1.0,0.5,12.0,1.0,1.0,2020
1397,1995,Female,Public Administration and Safety,Professionals,More than 200,,Multiple family household,Between 1 and 5 years,Metro,20%,20%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,,Strongly agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,2.0,8.0,5.0,0.0,0.5,8.0,6.0,1.0,2020
1398,1958,Female,Education and Training,Managers,Between 5 and 19,,Couple with no dependent children,More than 5 years,Metro,30%,80%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,1.0,7.0,5.0,1.0,0.0,7.0,4.0,2.0,2020
